项目经理名称,决策状态,回购进程,当前审批人,电池型号,电池SN,回购业务编号,回购决策编号,业务状态,创建时间,更新时间,车辆品牌,车架号,回购来源,所属部门,付款申请编号,付款申请时间,付款申请状态,付款时间,收款方,回购金额,已付款金额,未付款金额,支付方式,付款明细状态,租售决策通过时间,总部套数,付款套数,距离今天天数
张旺龙,审批通过,回购中,柯恒,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AF0PBG4SJJ29,LDJT-2026-014-LYXNY-13486,PPS-202606-478,已会签,2026-06-09 09:58:51.0,2026-06-10 17:33:59.0, 德创未来,LZGCR2469TX078536,山西绿越新能源科技有限公司,事业二部二组,PREQ-20260701-0024,2026-07-02 14:25:54.0,审批中,,,308100.0,0.0,308100.0,"银行承兑汇票,商业承兑汇票","待付款,待付款",2026-06-10,3.0,3,37
张旺龙,审批通过,回购中,柯恒,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AF0PBG4SJJ26,LDJT-2026-014-LYXNY-13486,PPS-202606-478,已会签,2026-06-09 09:58:51.0,2026-06-10 17:33:59.0, 德创未来,LZGCR2467TX078535,山西绿越新能源科技有限公司,事业二部二组,PREQ-20260701-0024,2026-07-02 14:25:54.0,审批中,,,308100.0,0.0,308100.0,"银行承兑汇票,商业承兑汇票","待付款,待付款",2026-06-10,3.0,3,37
张旺龙,审批通过,回购中,柯恒,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AF0PBG4SJJ23,LDJT-2026-014-LYXNY-13486,PPS-202606-478,已会签,2026-06-09 09:58:51.0,2026-06-10 17:33:59.0, 德创未来,LZGCR2465TX078534,山西绿越新能源科技有限公司,事业二部二组,PREQ-20260701-0024,2026-07-02 14:25:54.0,审批中,,,308100.0,0.0,308100.0,"银行承兑汇票,商业承兑汇票","待付款,待付款",2026-06-10,3.0,3,37
范雨农,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4HKX21,LDJT-2026-014-MQXNY-11553,PPS-202605-779,已会签,2026-05-21 10:46:01.0,2026-05-29 09:15:42.0,徐工,LC1HMYBF4T0005196,山西鸣岐新能源汽车销售服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-25,3.0,3,53
范雨农,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4HKX20,LDJT-2026-014-MQXNY-11553,PPS-202605-779,已会签,2026-05-21 10:46:01.0,2026-05-29 09:15:42.0,徐工,LC1HMYBF2T0005200,山西鸣岐新能源汽车销售服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-25,3.0,3,53
范雨农,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4HKX10,LDJT-2026-014-MQXNY-11553,PPS-202605-779,已会签,2026-05-21 10:46:01.0,2026-05-29 09:15:42.0,徐工,LC1HMYBF1T0005186,山西鸣岐新能源汽车销售服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-25,3.0,3,53
范雨农,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4HKX23,LDJT-2026-014-MQXNY-13124,PPS-202606-278,已会签,2026-06-04 15:53:25.0,2026-06-14 11:27:28.0,徐工,LC1HMYBF3T0005187,山西鸣岐新能源汽车销售服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-06-14,1.0,1,33
范雨农,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4GKX15,LDJT-2026-014-MQXNY-13134,PPS-202606-281,已会签,2026-06-04 17:00:00.0,2026-06-14 11:25:50.0,徐工,LC1HMYBF3T0005190,山西鸣岐新能源汽车销售服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-06-14,1.0,1,33
范雨农,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4JKX04,LDJT-2026-014-MQXNY-13169,PPS-202606-283,已会签,2026-06-05 09:25:10.0,2026-06-14 11:25:05.0,徐工,LC1HMYBF4T0005182,山西鸣岐新能源汽车销售服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-06-14,1.0,1,33
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBFABG054,LDJT-2026-014-QHQCYSD-11091,PPS-202605-1028,已会签,2026-05-18 11:59:12.0,2026-06-24 09:34:10.0,徐工,LC1HMYBF9S0040668,晋中琦珲汽车运输队,事业二部二组,,,-,,,329400.0,,,,,2026-06-24,1.0,1,23
田若成,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1PJJ23,LDJT-2026-014-QXXHS-12056,PPS-202605-1679,已会签,2026-05-26 11:16:46.0,2026-06-15 14:32:19.0,陕重汽,LZGJLM443TX036169,晋中众邦汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-15,2.0,2,32
田若成,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFC7JJ40,LDJT-2026-014-QXXHS-12056,PPS-202605-1679,已会签,2026-05-26 11:16:46.0,2026-06-15 14:32:19.0,陕重汽,LZGJLM442TX036163,晋中众邦汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-15,2.0,2,32
白昊昊,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBFBFJJ53,LDJT-2026-014-SHYQC-11288,PPS-202605-996,已会签,2026-05-19 10:57:34.0,2026-06-11 13:22:15.0,徐工,LC1HMYBF3S0041086,山西盛宏业汽车销售服务有限公司,事业二部三组,PREQ-20260624-0020,2026-07-06 09:59:45.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-11,1.0,1,36
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFC7JJ09,LDJT-2026-014-SXBXTY-05877,PPS-202603-1595,已会签,2026-03-27 17:38:53.0,2026-06-03 15:40:30.0,重汽,LUEEBGBF5TN594220,山西博信天源汽车贸易有限公司,事业二部三组,PREQ-20260714-0008,2026-07-14 09:31:25.0,草稿,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-06-03,1.0,1,44
田若成,审批通过,回购中,柯恒,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBRHF05,LDJT-2026-014-SXHS-11568,PPS-202605-1276,已会签,2026-05-21 11:58:39.0,2026-06-07 13:12:25.0,柳汽,LNXKBLFLXTL402310,山西恒圣汽车科技股份有限公司,事业二部二组,PREQ-20260622-0048,2026-07-08 17:23:08.0,审批中,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-07,1.0,1,40
张旺龙,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AD0PBF73GS11,LDJT-2026-014-SXHYZMKJ-09943,PPS-202604-346,终止中,2026-05-08 17:19:45.0,2026-07-10 13:20:21.0,徐工,LC1HMYBF9S0040377,山西翰云子墨科技有限公司,事业二部二组,,,-,,,439400.0,,,,,2026-05-28,2.0,2,50
张旺龙,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AD0PBF73GS03,LDJT-2026-014-SXHYZMKJ-09943,PPS-202604-346,终止中,2026-05-08 17:19:45.0,2026-07-10 13:20:21.0,徐工,LC1HMYBF1S0040373,山西翰云子墨科技有限公司,事业二部二组,,,-,,,439400.0,,,,,2026-05-28,2.0,2,50
张旺龙,审批通过,回购中,"郭涛,魏然",CTB-CVP-400kWh电池系统（兰钧）,AD0PBFA9G061,LDJT-2026-014-SXJH-12548,PPS-202605-2003,已会签,2026-05-30 09:33:15.0,2026-06-26 09:12:00.0,徐工,LC1HMYBF4S0041419,山西嘉海运输有限公司,事业二部二组,PREQ-20260707-0066,2026-07-10 10:23:58.0,审批中,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-26,1.0,1,21
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBF9VG002,LDJT-2026-014-SXJH-12693,PPS-202606-072,已会签,2026-06-02 08:37:12.0,2026-06-24 09:36:41.0,徐工,LC1HMYBF4S0040254,山西嘉海运输有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-24,1.0,1,23
田若成,审批通过,回购中,"郭涛,魏然",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFCAJJ02,LDJT-2026-014-SXJH-14133,PPS-202606-1023,已会签,2026-06-15 13:53:59.0,2026-06-19 21:36:16.0,重汽,LUECBFBF6TD659549,山西骏豪汽车销售服务有限公司,事业二部二组,PREQ-20260701-0054,2026-07-02 16:16:43.0,审批中,,,329400.0,0.0,329400.0,汇款,待付款,2026-06-19,1.0,1,28
何穆,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFBFHF16,LDJT-2026-014-SXRH-12940,PPS-202605-1888,已会签,2026-06-03 15:29:11.0,2026-06-10 11:48:57.0,陕重汽,LZGJLM441SX146569,陕西融和绿动汽车科技有限公司,事业二部四组,PREQ-20260713-0135,2026-07-13 16:35:47.0,草稿,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-06-10,1.0,1,37
何穆,审批通过,回购中,柯恒,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AF0PBG1TJJ08,LDJT-2026-014-SXRH-14304,PPS-202606-893,已会签,2026-06-16 10:21:20.0,2026-06-24 09:38:26.0,陕重汽,LZGJLM44XTX037237,陕西融和绿动汽车科技有限公司,事业二部四组,PREQ-20260709-0093,2026-07-13 16:44:58.0,审批中,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-06-24,3.0,3,23
何穆,审批通过,回购中,柯恒,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AF0PBG1PJJ05,LDJT-2026-014-SXRH-14304,PPS-202606-893,已会签,2026-06-16 10:21:20.0,2026-06-24 09:38:26.0,陕重汽,LZGJLM448TX037236,陕西融和绿动汽车科技有限公司,事业二部四组,PREQ-20260709-0093,2026-07-13 16:44:58.0,审批中,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-06-24,3.0,3,23
何穆,审批通过,回购中,柯恒,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG1DJJ08,LDJT-2026-014-SXRH-14304,PPS-202606-893,已会签,2026-06-16 10:21:20.0,2026-06-24 09:38:26.0,陕重汽,LZGJLM441TX037238,陕西融和绿动汽车科技有限公司,事业二部四组,PREQ-20260709-0093,2026-07-13 16:44:58.0,审批中,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-06-24,3.0,3,23
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4HKX24,LDJT-2026-014-SXXXQCMY-10946,PPS-202605-773,已会签,2026-05-15 14:25:01.0,2026-06-16 10:32:33.0,徐工,LC1HMYBFXT0005199,山西徐星汽车贸易有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-26,1.0,1,52
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4HKX18,LDJT-2026-014-SXXXQCMY-13051,PPS-202606-288,已会签,2026-06-04 09:46:48.0,2026-06-09 13:35:58.0,徐工,LC1HMYBF9T0005193,山西徐星汽车贸易有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-06-09,1.0,1,38
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4GKX21,LDJT-2026-014-SXXXQCMY-14343,PPS-202606-993,已会签,2026-06-16 11:36:59.0,2026-06-23 09:03:05.0,徐工,LC1HMYBF7T0005192,山西徐星汽车贸易有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-06-23,1.0,1,24
陈毓甲,审批通过,回购中,"郭涛,魏然",QX-600-JL-NN电池系统（锦锂）,AD0PBG3PGS11,LDJT-2026-014-SXXZL-11914,PPS-202605-1421,已会签,2026-05-25 14:55:57.0,2026-05-28 18:03:41.0,陕重汽,LZGJL4446TX059834,陕西鑫尊龙汽车销售服务有限公司,事业二部五组,PREQ-20260708-0072,2026-07-08 17:33:39.0,审批中,,,432800.0,0.0,432800.0,商业承兑汇票,待付款,2026-05-28,1.0,1,50
蒙迪,审批通过,回购中,柯恒,QX-600-JL-NN电池系统（锦锂）,AD0PBG3PGS10,LDJT-2026-014-SXXZL-12658,PPS-202606-037,已会签,2026-06-01 16:40:42.0,2026-06-03 15:44:12.0,陕重汽,LZGJL4442TX059832,陕西鑫尊龙汽车销售服务有限公司,事业二部四组,PREQ-20260709-0086,2026-07-09 16:48:22.0,审批中,,,432800.0,0.0,432800.0,商业承兑汇票,待付款,2026-06-03,1.0,1,44
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFCFJJ01,LDJT-2026-014-SXZCQC-08721,PPS-202604-1594,已会签,2026-04-24 11:47:52.0,2026-07-08 11:35:19.0,解放,LFWSRXDL4TNB50722,山西致诚汽车贸易有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-04-30,1.0,1,78
马琛超,审批通过,回购中,"郭涛,魏然",CTB-CVP-400kWh电池系统（兰钧）,AD0PBG3LG001,LDJT-2026-014-SXZK-10388,PPS-202604-2194,已会签,2026-05-12 11:34:55.0,2026-06-17 11:55:59.0,陕重汽,LZGCR2466TX061807,陕西重卡专用车有限公司,事业二部三组,PREQ-20260708-0004,2026-07-08 09:37:53.0,审批中,,,308100.0,0.0,308100.0,商业承兑汇票,待付款,2026-05-14,1.0,2,64
张磊磊,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG3GJJ05,LDJT-2026-014-SZTSF-13984,PPS-202606-905,已会签,2026-06-12 15:48:05.0,2026-06-24 09:36:55.0,徐工,LC1HMYBF7T0006052,朔州市通四方商贸有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-06-24,3.0,3,23
张磊磊,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG3DJJ35,LDJT-2026-014-SZTSF-13984,PPS-202606-905,已会签,2026-06-12 15:48:05.0,2026-06-24 09:36:55.0,徐工,LC1HMYBF5T0006048,朔州市通四方商贸有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-06-24,3.0,3,23
张磊磊,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG3BJJ36,LDJT-2026-014-SZTSF-13984,PPS-202606-905,已会签,2026-06-12 15:48:05.0,2026-06-24 09:36:55.0,徐工,LC1HMYBF2T0006055,朔州市通四方商贸有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-06-24,3.0,3,23
田若成,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1DJJ11,LDJT-2026-014-XJC-10130,PPS-202605-414,已会签,2026-05-11 11:02:04.0,2026-06-30 19:10:04.0,陕重汽,LZGJLM449TX036161,晋中众邦汽车销售服务有限公司,事业二部二组,PREQ-20260701-0063,2026-07-06 15:47:25.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-30,1.0,1,17
张旺龙,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFC4HF17,LDJT-2026-014-XSTY-13324,PPS-202606-476,已会签,2026-06-08 10:19:30.0,2026-06-23 09:05:50.0,柳汽,LNXKBLF8XTL401671,山西忻胜通用汽车科技有限公司,事业二部二组,PREQ-20260703-0054,2026-07-03 17:07:23.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-23,5.0,5,24
张旺龙,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFBLHF16,LDJT-2026-014-XSTY-13324,PPS-202606-476,已会签,2026-06-08 10:19:30.0,2026-06-23 09:05:50.0,柳汽,LNXKBLF8XTL401668,山西忻胜通用汽车科技有限公司,事业二部二组,PREQ-20260703-0054,2026-07-03 17:07:23.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-23,5.0,5,24
张旺龙,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFBCHF24,LDJT-2026-014-XSTY-13324,PPS-202606-476,已会签,2026-06-08 10:19:30.0,2026-06-23 09:05:50.0,柳汽,LNXKBLF88TL401670,山西忻胜通用汽车科技有限公司,事业二部二组,PREQ-20260703-0054,2026-07-03 17:07:23.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-23,5.0,5,24
张旺龙,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBCHF54,LDJT-2026-014-XSTY-13324,PPS-202606-476,已会签,2026-06-08 10:19:30.0,2026-06-23 09:05:50.0,柳汽,LNXKBLF84TL401665,山西忻胜通用汽车科技有限公司,事业二部二组,PREQ-20260703-0054,2026-07-03 17:07:23.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-23,5.0,5,24
张旺龙,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFA0HF24,LDJT-2026-014-XSTY-13324,PPS-202606-476,已会签,2026-06-08 10:19:30.0,2026-06-23 09:05:50.0,柳汽,LNXKBLF81TL401669,山西忻胜通用汽车科技有限公司,事业二部二组,PREQ-20260703-0054,2026-07-03 17:07:23.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-23,5.0,5,24
张旺龙,审批通过,回购中,"陈若平,柯恒,资管中心,张长明",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBWHF07,LDJT-2026-014-XSTY-15589,PPS-202606-2087,已会签,2026-06-29 23:38:40.0,2026-07-08 14:48:53.0,柳汽,LNXKBLFL4SL226238,山西忻胜通用汽车科技有限公司,事业二部二组,PREQ-20260715-0037,2026-07-15 10:27:45.0,审批中,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-07-08,1.0,1,9
蒙迪,审批通过,回购中,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBJGS29,LDJT-2026-014-XXCQ-08279,PPS-202604-967,已会签,2026-04-21 18:18:36.0,2026-05-25 16:37:57.0,徐工,LC1HMYBF7S0072793,陕西鑫兴驰强物流供应链有限公司,事业二部四组,PREQ-20260617-0094,2026-07-08 13:54:55.0,待执行,,,432800.0,0.0,432800.0,商业承兑汇票,待付款,2026-05-25,7.0,7,53
蒙迪,审批通过,回购中,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBHGS25,LDJT-2026-014-XXCQ-08279,PPS-202604-967,已会签,2026-04-21 18:18:36.0,2026-05-25 16:37:57.0,徐工,LC1HMYBF5S0072792,陕西鑫兴驰强物流供应链有限公司,事业二部四组,PREQ-20260617-0094,2026-07-08 13:54:55.0,待执行,,,432800.0,0.0,432800.0,商业承兑汇票,待付款,2026-05-25,7.0,7,53
蒙迪,审批通过,回购中,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBDGS15,LDJT-2026-014-XXCQ-08279,PPS-202604-967,已会签,2026-04-21 18:18:36.0,2026-05-25 16:37:57.0,徐工,LC1HMYBF5S0072789,陕西鑫兴驰强物流供应链有限公司,事业二部四组,PREQ-20260617-0094,2026-07-08 13:54:55.0,待执行,,,432800.0,0.0,432800.0,商业承兑汇票,待付款,2026-05-25,7.0,7,53
蒙迪,审批通过,回购中,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBDGS07,LDJT-2026-014-XXCQ-08279,PPS-202604-967,已会签,2026-04-21 18:18:36.0,2026-05-25 16:37:57.0,徐工,LC1HMYBF3S0072791,陕西鑫兴驰强物流供应链有限公司,事业二部四组,PREQ-20260617-0094,2026-07-08 13:54:55.0,待执行,,,432800.0,0.0,432800.0,商业承兑汇票,待付款,2026-05-25,7.0,7,53
蒙迪,审批通过,回购中,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBDGS06,LDJT-2026-014-XXCQ-08279,PPS-202604-967,已会签,2026-04-21 18:18:36.0,2026-05-25 16:37:57.0,徐工,LC1HMYBF3S0046479,陕西鑫兴驰强物流供应链有限公司,事业二部四组,PREQ-20260617-0094,2026-07-08 13:54:55.0,待执行,,,432800.0,0.0,432800.0,商业承兑汇票,待付款,2026-05-25,7.0,7,53
蒙迪,审批通过,回购中,,QX-600-JL-NN电池系统（锦锂）,AF0PBFAXGS17,LDJT-2026-014-XXCQ-08279,PPS-202604-967,已会签,2026-04-21 18:18:36.0,2026-05-25 16:37:57.0,徐工,LC1HMYBF1S0072790,陕西鑫兴驰强物流供应链有限公司,事业二部四组,PREQ-20260617-0094,2026-07-08 13:54:55.0,待执行,,,432800.0,0.0,432800.0,商业承兑汇票,待付款,2026-05-25,7.0,7,53
蒙迪,审批通过,回购中,,QX-600-JL-NN电池系统（锦锂）,AF0PBFAXGS07,LDJT-2026-014-XXCQ-08279,PPS-202604-967,已会签,2026-04-21 18:18:36.0,2026-05-25 16:37:57.0,徐工,LC1HMYBF1S0046478,陕西鑫兴驰强物流供应链有限公司,事业二部四组,PREQ-20260617-0094,2026-07-08 13:54:55.0,待执行,,,432800.0,0.0,432800.0,商业承兑汇票,待付款,2026-05-25,7.0,7,53
秦凯琪,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBFCJG018,LDJT-2026-014-XYSD-13817,PPS-202606-339,已会签,2026-06-11 14:31:24.0,2026-06-19 21:35:27.0,陕重汽,LZGCR2463TX018154,山西鑫源顺达汽车销售有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-06-19,2.0,2,28
秦凯琪,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBFCJG014,LDJT-2026-014-XYSD-13817,PPS-202606-339,已会签,2026-06-11 14:31:24.0,2026-06-19 21:35:27.0,陕重汽,LZGCR2461TX018153,山西鑫源顺达汽车销售有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-06-19,2.0,2,28
田若成,审批通过,回购中,闫志芸,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1CJJ08,LDJT-2026-014-XYTYS-11345,PPS-202605-1184,已会签,2026-05-19 15:22:26.0,2026-06-14 11:28:09.0,陕重汽,LZGJLM446TX036151,晋中众邦汽车销售服务有限公司,事业二部二组,PREQ-20260630-0100,2026-07-15 18:06:16.0,审批中,,,329400.0,0.0,329400.0,汇款,待付款,2026-06-14,2.0,2,33
田若成,审批通过,回购中,闫志芸,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFC7JJ14,LDJT-2026-014-XYTYS-11345,PPS-202605-1184,已会签,2026-05-19 15:22:26.0,2026-06-14 11:28:09.0,陕重汽,LZGJLM442TX036180,晋中众邦汽车销售服务有限公司,事业二部二组,PREQ-20260630-0100,2026-07-15 18:06:16.0,审批中,,,329400.0,0.0,329400.0,汇款,待付款,2026-06-14,2.0,2,33
田若成,审批通过,回购中,蒲映超,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1PJJ14,LDJT-2026-014-XYTYS-12781,PPS-202606-141,已会签,2026-06-02 16:03:51.0,2026-06-14 11:27:05.0,陕重汽,LZGJLM443TX036172,晋中众邦汽车销售服务有限公司,事业二部二组,PREQ-20260713-0184,2026-07-14 17:09:55.0,审批中,,,329400.0,0.0,329400.0,汇款,待付款,2026-06-14,2.0,2,33
田若成,审批通过,回购中,蒲映超,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1DJJ13,LDJT-2026-014-XYTYS-12781,PPS-202606-141,已会签,2026-06-02 16:03:51.0,2026-06-14 11:27:05.0,陕重汽,LZGJLM441TX036171,晋中众邦汽车销售服务有限公司,事业二部二组,PREQ-20260713-0184,2026-07-14 17:09:55.0,审批中,,,329400.0,0.0,329400.0,汇款,待付款,2026-06-14,2.0,2,33
范雨农,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AF0PBG28JJ08,LDJT-2026-014-XZHTQC-14034,PPS-202606-972,已会签,2026-06-13 09:27:11.0,2026-06-17 13:01:33.0,陕重汽,LZGJLM44XTX065698,忻州汇通汽车销售服务有限公司,事业二部一组,,,-,,,308100.0,,,,,2026-06-17,20.0,20,30
范雨农,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AF0PBG28JJ06,LDJT-2026-014-XZHTQC-14034,PPS-202606-972,已会签,2026-06-13 09:27:11.0,2026-06-17 13:01:33.0,陕重汽,LZGJLM44XTX065684,忻州汇通汽车销售服务有限公司,事业二部一组,,,-,,,308100.0,,,,,2026-06-17,20.0,20,30
范雨农,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AF0PBG28JJ05,LDJT-2026-014-XZHTQC-14034,PPS-202606-972,已会签,2026-06-13 09:27:11.0,2026-06-17 13:01:33.0,陕重汽,LZGJLM449TX065692,忻州汇通汽车销售服务有限公司,事业二部一组,,,-,,,308100.0,,,,,2026-06-17,20.0,20,30
范雨农,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AF0PBG28JJ04,LDJT-2026-014-XZHTQC-14034,PPS-202606-972,已会签,2026-06-13 09:27:11.0,2026-06-17 13:01:33.0,陕重汽,LZGJLM449TX065689,忻州汇通汽车销售服务有限公司,事业二部一组,,,-,,,308100.0,,,,,2026-06-17,20.0,20,30
范雨农,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AF0PBG28JJ03,LDJT-2026-014-XZHTQC-14034,PPS-202606-972,已会签,2026-06-13 09:27:11.0,2026-06-17 13:01:33.0,陕重汽,LZGJLM448TX065697,忻州汇通汽车销售服务有限公司,事业二部一组,,,-,,,308100.0,,,,,2026-06-17,20.0,20,30
